Token Name,Buy or Sell,Timestamp,SOL Balance,Token Balance,Description,Signature,USD Balance
BOOMER,Sell,Sat  17 Aug 2024 15:41:31 GMT,0.033333333,614093.409701,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.033333333 SOL for 614093.409701 BOOMER,vzFD4tMBnD8xpXqEW1fiS3CCsLqCSHuBSzmo7eZbapDpxLT248JufcvXmtKF6idi9Xx6rYeHErKMbJePsQxCxQJ,4.6154006106417595
Klewi,Sell,Sat  17 Aug 2024 21:47:29 GMT,0.022222222,174408.761956,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.022222222 SOL for 174408.761956 Klewi,xpw9Jk5bu6tgVyMRHSYK4uhCcLycZSKXb8CijHi1vPHYuzPD7xWUMWifr39D2cFzUhGEKyF44essLrLcLpxun3D,3.07693374042784
BUTT,Buy,Sat  17 Aug 2024 15:40:52 GMT,0.096047441,1862.626101,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 1862.626101 BUTT for 0.096047441 SOL,3ZqncDuAgojtFJGd36cj8nGScPELdsYhGP1uLDQQ5AeEuK8fyQ4enxr6BCMe8TAsUtghfz9pH2xijFhKCifDScTJ,13.298922668248577
BTW,Buy,Sat  17 Aug 2024 21:47:00 GMT,0.935166232,25000,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 25000 BTW for 0.935166232 SOL,3gzRn1smCAGeimpTAc2eYStpbdQKi6U3konVRP9exFAGdWTyfgGvBJNi5pg9fno8tAST5SrvQ75uWTUhAX5dcwre,129.48500524158067
CDOGE,Buy,Sat  17 Aug 2024 15:40:49 GMT,0.353535617,82865.153157,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 82865.153157 CDOGE for 0.353535617 SOL,4zmccnvvMYgddmTtrTBvg5WzGKJw8Ki6pJigWPZkSoTeZ2NJRZoMykajBF3GwFYwMLgUWEx9Dc6Lw2AT8hYZ8VTv,48.951255567074895
Klewi,Sell,Sat  17 Aug 2024 21:46:41 GMT,0.058333333,1181629.790115,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.058333333 SOL for 1181629.790115 Klewi,22aAh4P9tjieohuzk7zpciSjEfA99rELd5AqwZXhBio1ykJ6txfafdwhHu2G9ZwWuxJVadU86dzmEfyrZmA9zEvk,8.076951103238585
MOTHER,Sell,Sat  17 Aug 2024 15:40:39 GMT,4.348841275,15557.561351,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4.348841275 SOL for 15557.561351 MOTHER,2U9jEBjaNKrLPGSCB5kd86q5dvSbsaahQBfvBesLTAKFyvAVThV3DkunkqP54eDKZhhax3KFW2j7ET4wrBozxuNM,602.1493463080661
elon,Sell,Sat  17 Aug 2024 21:46:31 GMT,0.025,512072.092558,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.025 SOL for 512072.092558 elon,2D7K4aLuApFxvMDQL1Ve9JEs77LyPNBioCXHw22sp2qGfhoiZoPFHfiSDkRMumJcHKbtju3Zdo1phbsyvhptWwyn,3.4615504925968246
$INA,Sell,Sat  17 Aug 2024 15:40:39 GMT,0.116883116,7341.932683,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.116883116 SOL for 7341.932683 $INA,4G5G4fZrwk4KkknDX3Cjtp2JHBh7pyzmQ3zF6BoaKQyuKPCAgv1vwxXQMvdcU6LEyx5BCRnCHTrtnHvLPSVR6V5a,16.18387231064207
HOWIE,Sell,Sat  17 Aug 2024 21:46:28 GMT,0.021381578,104997.782676,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021381578 SOL for 104997.782676 HOWIE,vDeYXFN5R45nXQK64o3DixjP6hJeS26uKPDDfEgXTiGcDoD4cfbhyCiqPBSRidMjRo4CNYynksYgNkbH2sy2vBp,2.960536474335897
SCF,Buy,Sat  17 Aug 2024 15:40:28 GMT,2.558788107,13878.162289,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 13878.162289 SCF for 2.558788107 SOL,4XPjyoMBW3bgauMzVB3HGDiYgpbwVWsV9b4nTQt6eNn5qUVYZFBxph58WFprwJToNBu3CC5Ah6DDonEL9kr32bCW,354.2949692894698
0xMUSK,Sell,Sat  17 Aug 2024 21:46:26 GMT,0.034394043,1489014.708214,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.034394043 SOL for 1489014.708214 0xMUSK,5fv8dVZkrc5Kdc6rWsZK2Qku8z6RbaHutU9bD3ah9FqgCLfJSQEfYSvVUb34tGvY9nkJRvTPmdsw1Bw4aXPUxxrk,4.762268659561855
KAMA,Buy,Sat  17 Aug 2024 15:40:21 GMT,0.069673858,821.502828803,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 821.502828803 KAMA for 0.069673858 SOL,44xFd2q5e7UhiNdZfwKAuPeLLXJyQiGhvemdtma38sQq1g6edpQciy4mUmk7M3mNKyXEsdMWVy8e8m2KpiWdATg9,9.647183099240848
KHAI,Sell,Sat  17 Aug 2024 21:46:04 GMT,0.28536494,128.56802849,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.28536494 SOL for 128.56802849 KHAI,3uXrpLBNQqU7oE3vJk41Jx1vjA2Td2pYq53WRUbWpSmobTeEGmpQrpt2MJ3w98j1NqQd9Q9zBmxzzmQAiCv1jJCt,39.512205945074534
WTS,Buy,Sat  17 Aug 2024 21:46:04 GMT,0.034637317,5560.612288,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 5560.612288 WTS for 0.034637317 SOL,5p2uZZW7ftzeEHyhEVci68z7j7Wy4Kj9HcnL5d1TK8VFd5bKmhM3j6SAxid65KjguBnVGWhPB85tkuQ6bLX5baFc,4.795952868943295
wDOG,Sell,Sat  17 Aug 2024 21:46:03 GMT,2.5,29876.325263,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 2.5 SOL for 29876.325263 wDOG,5WwAVTS9igUJxPciAuZip18GWTR7Y4d97L28b71Cpvkjabo7CWtUMjMqjKihRqxqN4P4HeFP7GNXErjCWxxVSBL3,346.15504925968247
HOWIE,Sell,Sat  17 Aug 2024 21:45:55 GMT,0.021382978,105067.42664,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021382978 SOL for 105067.42664 HOWIE,dKEfimrz5vtuPKkr2uuyzW3zg1Tsrcj2ePxW957mqiD5etfJfr6b8WAXGaTDt8yPm8Uqq2qiSfhDkFhHa8Wjr65,2.960730321163483
LOCKIN,Sell,Sat  17 Aug 2024 21:45:55 GMT,2.433333333,28920.024996986,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 2.433333333 SOL for 28920.024996986 LOCKIN,5bcHM12pUkYEoxTL3gjHmgQ2RqGUDJxYMLzzu8wbxNyC3SGshUZ6iL1AaVcqsuVESukqvNAu1pFcg3GUUDiyKYQ8,336.924247899937
HOWIE,Sell,Sat  17 Aug 2024 21:45:38 GMT,0.021381578,105123.373764,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021381578 SOL for 105123.373764 HOWIE,q3cg1TEZgQCv1ftCgprCJvQwVmwknjPrhhLDksh7AXo6UwZ9GZhfSCqzZxj2mR5D2auj6Y5RAebV5T8fa6Nn4T2,2.960536474335897
CATDOG,Buy,Sat  17 Aug 2024 21:45:33 GMT,0.025167134,6901.76938341,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6901.76938341 CATDOG for 0.025167134 SOL,27aQLDDo6uDnhEVBP1azjAa9mnFXNvcUyD4JaniFaekJKaNC5sArqnKkwY5tJGo3KU8qxcr8eaDL1cgjfQhp5DA1,3.4846922037980117
USDC,Buy,Sat  17 Aug 2024 21:45:32 GMT,0.247305606,34.877174,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 34.877174 USDC for 0.247305606 SOL,3KairThvs44n4qY83eooExH65Wo1JwmJQrkxyn74yUT1cBVVbcLgd3BwYJwWBRbcD5xQ3DZR4RpBbnNXScmWJCdT,34.24243369085025
HOWIE,Sell,Sat  17 Aug 2024 21:45:14 GMT,0.021325301,104909.312109,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021325301 SOL for 104909.312109 HOWIE,3zDZ5ZDaKi9HZWCCW3tzymCPekBDpz3cyVcmWUHUBGXMLXCDjNg7s8iH6D2TzCowCPodigUnmr4LA5NA9Co44MmT,2.9527442472530225
wDOG,Sell,Sat  17 Aug 2024 21:45:14 GMT,2.5,29558.266132,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 2.5 SOL for 29558.266132 wDOG,3fB1v7HXqu4WTvyYMuqjsN32wv2vgjJM58hJuPTvLabsFNJ1bHSdKEMvEt8vtmCJpzDeAHBSvjSGKCGwepAZkv5E,346.15504925968247
meme,Sell,Sat  17 Aug 2024 21:45:11 GMT,0.041,13219.681958,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.041 SOL for 13219.681958 meme,35hiW2ykEXuSR7vj4bdUZEo8RjEiFem7iwBQXovXcspD2myukfTLP3Xmju44vGVhn2Qiq9f8WFwQ33aqGr5D1Ls9,5.676942807858793
USDT,Sell,Sat  17 Aug 2024 21:45:03 GMT,0.083333333,11.747722,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.083333333 SOL for 11.747722 USDT,yzUtnen36TWewwpyePNZwSdhEw75jKiJ3mXKqCAyzJkPn8CmLUSYZ9UJW9FCDXFWyf9ddA5YXjfZ8GEHfTQEPSH,11.538501595835408
SCF,Buy,Sat  17 Aug 2024 21:44:47 GMT,6.663240772,35062.776336,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 35062.776336 SCF for 6.663240772 SOL,2yzhhabUpBtgDf5DaLsnc5tg5WtC6mTLv9DRR5MzRpgrb2gYwhoyCdW1Hs9U2LSxnvMpsgHRNPeg9FLa3VdCHB9Z,922.6057750643138
WTS,Buy,Sat  17 Aug 2024 21:44:47 GMT,0.02493412,4000,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 4000 WTS for 0.02493412 SOL,32UYMn1uBPgatWkHFB3xgTy9kUMn7hU67VUCGrznZ5EFYS25Yj6JxSicYvoq8vS7kA55REtcWk5cgmv3s7RobTMk,3.4524286147387335
LOCKIN,Sell,Sat  17 Aug 2024 21:44:47 GMT,0.05,596.821517951,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.05 SOL for 596.821517951 LOCKIN,2ySbrP6jQPZKPUoZdDatVz3LQi4zj2kV7hu497Si3xtuGD8ycX7qo21ZnQAcHMMoq7txK4yGsdgjYL2YkhQW8qR9,6.923100985193649
HOWIE,Sell,Sat  17 Aug 2024 21:44:38 GMT,0.021381578,105312.015565,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021381578 SOL for 105312.015565 HOWIE,mk6Ne7riCVXmS5rTULZi8q74vE8EwC52bS6q9Aj8RtDdr1qLyVQTeh8oEPumgtNH1aUBy4UMXuKBdZUfjobv92C,2.960536474335897
meme,Sell,Sat  17 Aug 2024 21:44:25 GMT,0.041,13222.575326,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.041 SOL for 13222.575326 meme,3dA5GGYeYbFxpgsJioAChwse91ozWMoudKtYioCkHGyf6BqByFe8g8Wpa6thrKdgmZMe6y8aUBDhSQovxaSE2vFN,5.676942807858793
elon,Sell,Sat  17 Aug 2024 21:44:25 GMT,0.025,513636.165659,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.025 SOL for 513636.165659 elon,2cQ9yesjbWPxAfqMqwWsztxwco1LEbubAmb8aDdYQww6RTNKwSDpHKxDcH5kS2VzKpDoiM9uZdAphSixWAuC1nu2,3.4615504925968246
HOWIE,Sell,Sat  17 Aug 2024 21:44:24 GMT,0.021325301,105097.626146,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021325301 SOL for 105097.626146 HOWIE,3tgXeJPoM7cmr2X5PikxdBsfq6uZWRQYhx8U2iBBtBtociMw2khf4s5ok2qECo6evRHGajM6eP5ynyZmG422p3o9,2.9527442472530225
MOBILE,Sell,Sat  17 Aug 2024 21:44:08 GMT,0.068,7808.203971,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.068 SOL for 7808.203971 MOBILE,5BFUh6639DxN1QBtYPH57U9GvXkK96dMYQaDmhT7vukhgwHAeE6tkbfeZMK86LR41kBmxUbvJiPgW2qeapGdKVLS,9.415417339863364
WTS,Buy,Sat  17 Aug 2024 21:43:59 GMT,0.043350922,6953.198768,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6953.198768 WTS for 0.043350922 SOL,627fULniNfmawX5Fxy8ibMZgFRjL3PdP3e2pzktcpaark1nUsvZUuyq6ftcKa1QrzjefrvV454Pdizx1sEN6BXxM,6.0024562161450605
LOCKIN,Sell,Sat  17 Aug 2024 21:43:44 GMT,2.433333333,28971.554048552,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 2.433333333 SOL for 28971.554048552 LOCKIN,aofv4ZCcaGTHwmQrchFtLZRUrYRXHvyCbuVo16R38HHkFpUjReMxuNnVDJR4D2S1RvyyxSHi8T8iFYrYYcXB1a5,336.924247899937
$INA,Sell,Sat  17 Aug 2024 21:43:44 GMT,0.111111111,7119.179621,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.111111111 SOL for 7119.179621 $INA,5wgokYqCBmrssQuRoekYCQqaWCtM6DGp9vzBcFdBwf7Ztz5J3o96UbSYwNhADcASE3Hy9V3PbyzMycdH2nYKxZS9,15.384668840601218
Klewi,Sell,Sat  17 Aug 2024 21:43:31 GMT,0.058333333,328551.435613,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.058333333 SOL for 328551.435613 Klewi,2vp4kcMjYCp47m4DsavUDkfY9dxEXk79s7HSSUgTNqmuVAkzCLqmg2MZt5xQtWwApAU5f7mFX8WJLwCd1Tik5xDh,8.076951103238585
CATDOG,Buy,Sat  17 Aug 2024 21:43:24 GMT,0.025420429,6901.76938341,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6901.76938341 CATDOG for 0.025420429 SOL,2hBqj3YoVE7xUFSsu1LoLde8vyLJFJstDNuMpctLmdUSmHJCaKWsuy6iHFbiR3VxRfaWxsZKpZMg9znea7iXLxSm,3.5197639410789043
KAMA,Buy,Sat  17 Aug 2024 21:43:09 GMT,0.069603107,821.502828803,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 821.502828803 KAMA for 0.069603107 SOL,5qnHvFxq8wvS7X8uBAGQE9aRb3t9DhXc5V7aF2ZtM9ViDXXZxnb88LnUSbbhsqZ76JZZKv3wDRY11hV6bjnqF5HG,9.63738677288478
KHAI,Sell,Sat  17 Aug 2024 21:43:09 GMT,0.28536494,128.21931289,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.28536494 SOL for 128.21931289 KHAI,25JRqVED2d2wSY9uLDMDpvTr88Hjq536bSoNUYQCefKZ2d46CcPVuRbyH4LmPvN8M1VrszE2Jbv6kXcdajFpmpJ2,39.512205945074534
HOWIE,Sell,Sat  17 Aug 2024 21:43:09 GMT,0.021325301,105349.559761,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021325301 SOL for 105349.559761 HOWIE,5kiLNZXDrCdwJ4SXf5RXfTc5Si5xmTvaPFYmV1iZwwj1cqNhkBoxpNtvzhFW2dBzStBz1MvDshyRV3ksC2Np21Jx,2.9527442472530225
Klewi,Sell,Sat  17 Aug 2024 21:43:02 GMT,0.058333333,375350.219502,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.058333333 SOL for 375350.219502 Klewi,2wd8KstpG6Yi63LN2E8x1RAYFFqZCHSWm1jFrYoCtQNd16wUk3CuZW9vHbMnBNhmyMsm94JrzazjUf33LSnQhUH6,8.076951103238585
tremp,Buy,Sat  17 Aug 2024 21:42:53 GMT,0.198398729,253.633987549,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 253.633987549 tremp for 0.198398729 SOL,34CypXYSS4smfPeiPPM3RhYz3SFofc74GLF5zRAsTX1ERRTMcyLyN9k8Md1hBXuAcGuJ9MKR6qfLojoW4XN127gC,27.470688724021354
HEGE,Sell,Sat  17 Aug 2024 21:42:23 GMT,0.02173913,683.546056646,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.02173913 SOL for 683.546056646 HEGE,2zbXkVanrLJ5R6PGdNpMvJvpe2Fpi5f22xnddS5dD4R1RPb72p5kSSsby9vBFiHmVX3972Ys6hhCBMSWuMQavN71,3.0100438464050563
MOTHER,Sell,Sat  17 Aug 2024 15:39:45 GMT,4.348841275,15562.9,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4.348841275 SOL for 15562.9 MOTHER,2Ehix3tj2nSj9F3FFoCDkXh57zJ1VtoxiXB3fjwDg7beLzhskv9LyjzW7Q2LR5mPzZE2jAzK54bfYzFVmkG3dS8L,602.1493463080661
SCF,Buy,Sat  17 Aug 2024 15:39:38 GMT,2.576983655,13878.162289,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 13878.162289 SCF for 2.576983655 SOL,63sznZq6C3dcncJokrkgkPxrgMbofnenbcKLw7vEyYMuNaNLZV7QdzQoNGiPq9n89u2g4rko3rZ7eqW8oKs8vTDo,356.8143616151686
Tard,Sell,Sat  17 Aug 2024 15:39:34 GMT,0.05,303823.400693,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.05 SOL for 303823.400693 Tard,D8Rne1M8sizhGw5wCaRnUabpWEAR3Pb7kEkBTMRvtyvGUyQzkz9HzZdjhLpyWq7SdiGuU7hw5zCAJZbbBVbHS9D,6.923100985193649
Bazinga,Buy,Sat  17 Aug 2024 15:39:22 GMT,0.175930878,5119.562205,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 5119.562205 Bazinga for 0.175930878 SOL,5rU5FBuTk3kcVp1SmD4z9D3RKvx8m9fudvQh4gyzK5S6WMEiuZDoGR33Lf1JK51SpSoTRX8EM1XujnE8xzCiEFuQ,24.359744696155676
$INA,Sell,Sat  17 Aug 2024 15:39:11 GMT,0.208333333,13093.410916,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.208333333 SOL for 13093.410916 $INA,3GVJY7tStBU5a9HuhXZCbqi6osFXyYqfPFaWXQBxdWJoi5A7Db86uhZiAyK3BK6489q8tKLyHuABNgv3B7x2hcNm,28.846254058819532
MOTHER,Sell,Sat  17 Aug 2024 15:38:41 GMT,4.348841275,15569.2,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4.348841275 SOL for 15569.2 MOTHER,3yrLy2CBmX5yM9LvbcrvXhafB8jNGSmD7C61k61kwgz3jgF3WLsYyfDSBRB9xFCakcukJYkkHaqknhh2qQoa6kam,602.1493463080661
TIDDIES,Buy,Sat  17 Aug 2024 15:38:32 GMT,0.020899806,2550580.2125,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 2550580.2125 TIDDIES for 0.020899806 SOL,u9x7NxTMZbEU9xJbDzzj43e4re2Xq8SQQBJhnCoQMMWeoBr6US3rk86wyvKRb1rECLx7pBrvANtqCQKSTXRwSkG,2.893829350179123
Bazinga,Buy,Sat  17 Aug 2024 15:38:32 GMT,0.175970938,5119.562205,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 5119.562205 Bazinga for 0.175970938 SOL,XDKYJtp8GLrrAwacN4mPhB1Uk7Bu5GB92Y5wcihy9fye1Vmxkcxf5EsEhe1rLsQuzhAfXRVWPYokr3vCxxevLTz,24.36529148466501
JUP,Buy,Sat  17 Aug 2024 15:38:19 GMT,0.250436483,46.922209,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 46.922209 JUP for 0.250436483 SOL,5DjR3diuLXM2Qv7uvxVRmvj4pmQcswXMoT22dDvh3Pw1UEpC1CMQHJgzg23MbQjJ3WxW4iMvG35D2VkqYmwdBmWp,34.67594124371465
